Column1,Unnamed: 0,No.,Comment,Label
3115,3115,3116,lineup ỉa_chảy 5 6 7,1
7680,7680,7681,mới ván 1 . mấy um sùm vãi lồn,1
1787,1787,1788,fl bét bảng,0
4006,4006,4007,ngài free farm team kia cháy áp_lực,0
4507,4507,4508,thồi,0
194,194,195,vl móc đẹp_thế,1
2337,2337,2338,tú : ),0
7729,7729,7730,nói đinnois đù má,1
1338,1338,1339,baldum up,0
4116,4116,4117,niko nma one tap,0
7224,7224,7225,"dưới rank tí khai_thác di_chuyển bú a , bình_tĩnh",1
4345,4345,4346,sỉ nhuc ?,0
6429,6429,6430,mạng mày tiền,0
2586,2586,2587,tiên_tri bachstar lênn thoy,0
310,310,311,chào đi ditmeanh,2
1505,1505,1506,chào bác_gấu,0
6468,6468,6469,đánh 3r đi,0
3236,3236,3237,đc chym ? o_o,0
1157,1157,1158,hảo hán,0
6394,6394,6395,,0
8088,8088,8089,ruler bắn cháy vãi lồn,1
286,286,287,hôm_qua a vô nhà_nghỉ vs u90 nè,2
5603,5603,5604,bao nhiu dame,0
4192,4192,4193,mấy bãi riki hồi đc mana,0
2419,2419,2420,ricon hôm_qua giả_danh fan m10 trơn lun,0
5134,5134,5135,zed đợi tý tao bắn tụt buồi,2
6441,6441,6442,trâu vãi cặc,1
5354,5354,5355,ad cấu rỉa,0
2056,2056,2057,lật kèo,0
6600,6600,6601,con cá sâu phế vãi lồn phế gáy,2
4482,4482,4483,thau,0
6235,6235,6236,chờ lính đẩy,0
2087,2087,2088,loạn chổ,0
3600,3600,3601,hài_hước,0
6566,6566,6567,thằng sp bắn r ad,0
1646,1646,1647,"đã bảo sgp thay máu , ad top thay lọc máu , đội_hình bâng khóc nhè",0
2390,2390,2391,đi camera : v,0
1751,1751,1752,ép vía,0
1113,1113,1114,"@ dang nguyen gà vl , câm mõm đi",2
3946,3946,3947,nai xừ,0
5516,5516,5517,,0
4695,4695,4696,vl bóp dái,1
1081,1081,1082,indo rolanđô đúc ko ae,0
7597,7597,7598,idol bá đần,2
3809,3809,3810,lol a mgus a es,0
1770,1770,1771,fan heavy im đi,0
4953,4953,4954,sp 2 mạng phí vãi cặc,1
2907,2907,2908,5 top,0
6322,6322,6323,vll quên,1
984,984,985,dd1 horizon,0
5623,5623,5624,nhưng kiểu giỡn a,0
4860,4860,4861,1 trận cút : ) ),0
5652,5652,5653,hở kindred tụi blg đéo thèm cấm đấy,1
3800,3800,3801,lò_xo r,0
1866,1866,1867,gét_gô,0
5190,5190,5191,sát q_hụt,0
4175,4175,4176,"hữu nghĩa cast giật giật , cay_vl",1
4229,4229,4230,quạt đực đỡ 458 hộ,0
3532,3532,3533,game đc điện_tử,0
1071,1071,1072,văn lang_đỉnh,0
6363,6363,6364,report,0
5586,5586,5587,thằng ngu,1
5927,5927,5928,cặc,1
6569,6569,6570,thua đường,0
1065,1065,1066,,0
4616,4616,4617,tý pick void,0
6437,6437,6438,hlv chất ác ],0
2797,2797,2798,""" gà "" - s0mple said = ) )",0
3367,3367,3368,dạo ngài nhốt vy lãnh cung r ? ? ?,0
6282,6282,6283,roam đi,0
4985,4985,4986,rừng k ganh đánh vãi cặc,2
851,851,852,jam jett k op : ) ),0
5294,5294,5295,súc_sinh đi rừng ngu,1
2685,2685,2686,ván fl top1,0
2710,2710,2711,vgm vo diach,0
4625,4625,4626,ulti cd,0
1448,1448,1449,bớt gaýy_di,0
6372,6372,6373,leeno bot,0
4369,4369,4370,slark đồ dmg,0
3148,3148,3149,cày nát demo,0
828,828,829,mấy pha jamppi đổi nivera flick chết mẹ r,1
7290,7290,7291,đau_điếng,0
2540,2540,2541,thane hay vc mà méo ai khen,1
2786,2786,2787,- 10 ko dương,0
3656,3656,3657,hôn clgt,1
1601,1601,1602,tk long ko,0
1497,1497,1498,cay_thế,0
180,180,181,ong nao vailoz day = ) ),1
1097,1097,1098,adqt bắn,0
2221,2221,2222,tao tập ủn phutin bất_bại,2
1407,1407,1408,bình_out tiền r,0
4228,4228,4229,quạt đực ván trc lắm ván r,0
835,835,836,ohh,0
3661,3661,3662,hqua win suốt,0
6867,6867,6868,ngáo_thế,1
8024,8024,8025,ruler bắn đau v,0
936,936,937,tím,0
2464,2464,2465,sbtc,0
505,505,506,game nao khong,0
3428,3428,3429,doom slayer : ) ),0
6715,6715,6716,sân_khấu đâu_vậy,0
6449,6449,6450,camp cặc tao,2
7830,7830,7831,meta mua song_kiếm,0
3054,3054,3055,bia rượu nốc đống nổi,0
280,280,281,anh mắc dai,1
1523,1523,1524,quang bẹp rkk cast đi = ) ) ) ) ) ),0
5554,5554,5555,mid cặc,1
1839,1839,1840,free fire việt nam công đồng rạp xiếc giải_trí trung_ương,0
8058,8058,8059,trận anie dcmmm bán_độ,1
4232,4232,4233,quê,0
7594,7594,7595,"mấy , gam kiện_tướng esports đná , danh oách xà_lách vl năm_ngoái đánh seagames tiếng_thơm đẩy sgb đi msi chửi nào_ngờ sgb thể_hiện vãi lồn : ) ) )",1
6292,6292,6293,vãi lồn team ap,1
1228,1228,1229,2 vô_địch thế_giới ko danh,0
112,112,113,l ; ),1
4250,4250,4251,lì,0
7267,7267,7268,yassuo tool,0
330,330,331,mất a,0
4465,4465,4466,thần cóc dh ?,0
6731,6731,6732,sao chovy béo . ăn vc,2
7002,7002,7003,ấn_close,0
5216,5216,5217,3 chết 0,0
5840,5840,5841,con_mẹ mày j4,2
5138,5138,5139,thress lính,0
4068,4068,4069,nghĩa_là tk 95 rank ngài awesome,0
2926,2926,2927,adu rank 18 rui `,1
4672,4672,4673,vcl học demo 1 thằng bắn đi giải học moẹ awesome,1
4769,4769,4770,xl awesome,2
5011,5011,5012,se cay lắm r làm_bộ văn_minh huhu tận_hưởng đi,0
6755,6755,6756,đi rừng đi top,0
3324,3324,3325,cypher cam,0
6951,6951,6952,nói haha,0
6753,6753,6754,ngu tự_ái,1
7906,7906,7907,cười ? chuyên_nghiệp ác,0
69,69,70,lozz khùng,1
5661,5661,5662,team ap,0
4209,4209,4210,play on nuke,0
2302,2302,2303,ớn z,2
994,994,995,onlan địa_điểm chỉ_định bắn bắnnghe,0
3526,3526,3527,game beta,0
6470,6470,6471,blv vấp cỏ hoài v,2
5262,5262,5263,chó,1
4757,4757,4758,wỷ quyêtn,0
3655,3655,3656,hôm_qua ngài es mid rank 3 hành xong,0
647,647,648,tk sentinel,0
1339,1339,1340,bắn bủng chán vcl,1
7297,7297,7298,yếu dã_man,0
7053,7053,7054,từ_thiện mấy,0
1222,1222,1223,11 12 ,0
7062,7062,7063,khều donate phát,0
2563,2563,2564,,0
4688,4688,4689,view party ác,0
746,746,747,map win ae t 500k,0
1535,1535,1536,chưa thằng blv gáy,0
3178,3178,3179,chết gà chết mạng,0
1722,1722,1723,đùa sát quỷ đoàn : v,0
7930,7930,7931,khán_giả cháy vãi lồn,2
1924,1924,1925,chung_kết j,0
2049,2049,2050,ko thể quyền kiểm_soát r,0
2708,2708,2709,vgm manh hq mùa top 6,0
430,430,431,lenovo sap ay,0
5565,5565,5566,zed đánh ác,0
5843,5843,5844,2 đánh 1,0
6364,6364,6365,thằng vác luci đi mid,0
3939,3939,3940,muốn mua acc 10k bờ rô lây đánh học_hỏi dạy rank 2k - 3k . ko ngờ bờ rồ đánh ah = ) ) ),0
1791,1791,1792,fl,0
1577,1577,1578,cố mqks,0
7488,7488,7489,rác rác,1
1351,1351,1352,bắn ngủ sướng,0
4934,4934,4935,yagao mai bố faker dạy game,0
3256,3256,3257,vy đi đại_gia ngài zồi awesome,2
4917,4917,4918,ys lách bảo tool vãi lồn,1
3154,3154,3155,cdcm = ) ) ) ) ) ) ) ) ),1
3534,3534,3535,game cook,0
7754,7754,7755,sân đè đánh v,0
685,685,686,thủ site phantom gọi vandal đbrr,1
2235,2235,2236,né chiêu 2 mấy pa,0
3781,3781,3782,"kiếm bướm ngài , đánh am đồ + star k",0
2777,2777,2778,z la dep chua,0
7303,7303,7304,đi rừng farm,0
3099,3099,3100,buff mana spam q yếu gi,0
6194,6194,6195,đồ_hoạ msi độc lạ,0
4070,4070,4071,ngôi_sao hi_vọng,0
2386,2386,2387,quân_đoàn mãi đinh,0
3293,3293,3294,cộng_đồng banned,0
1467,1467,1468,bùn vl,1
7711,7711,7712,faker căng,0
4673,4673,4674,vcl k chết r đứng mana shilde trâu,1
1038,1038,1039,thg bi béo,0
1739,1739,1740,e arena gà_vậy,0
183,183,184,double tap ghê_vl,1
4820,4820,4821,đừng nguy_hiểm,0
11,11,12,brazin ban vl,1
4196,4196,4197,pheeeeee,0
6682,6682,6683,dame,0
4252,4252,4253,replay tốc_độ : ) ) ),0
2382,2382,2383,mềm,0
7012,7012,7013,mắt màu xanh r,0
3520,3520,3521,g2 cock r,0
3794,3794,3795,line up ỉa_chảy v,1
7819,7819,7820,đéo s thua cb đc,0
6360,6360,6361,nhảy thẳng,0
5971,5971,5972,nghỉ ae,0
6740,6740,6741,giải_trí,0
317,317,318,bò chửi duma kìa,1
5268,5268,5269,top,0
6923,6923,6924,a_khôi giáo_viên . = ) ) ),0
3127,3127,3128,chim vcl : v,1
200,200,201,2vs5 trận thần_thánh vl,1
76,76,77,vcl,1
2572,2572,2573,"thoi đi , chờ 30ph : ) )",0
6823,6823,6824,múc đi sợ,0
2505,2505,2506,tâm_lí,0
1245,1245,1246,4 vs3 thua đéo bắn gục,1
4080,4080,4081,người_yêu ngài hả ae,0
558,558,559,mấy đi cktg bảo sea,0
7094,7094,7095,nay a tap dính_thế,0
6154,6154,6155,,0
594,594,595,@ đức hoàng nip 2 - 0,0
4148,4148,4149,nyx immortal đéo thua tao,1
4806,4806,4807,khôn dại chợ mồ_côi vấp cỏ é é,0
6058,6058,6059,out mẹ acc đi,1
6189,6189,6190,sân_khấu đẹp z,0
1920,1920,1921,heo nướng tôm roiif : ) ),0
6812,6812,6813,drama vãi lồn,1
3662,3662,3663,hs - 44,0
5250,5250,5251,rồi lợi rừng đầu trận ? cook đc ?,0
2160,2160,2161,mấy h bắn nx v,0
5203,5203,5204,sủa đĩ mẹ mày,2
2414,2414,2415,red ngắm,0
6420,6420,6421,mikyx g2 : ) ),0
5015,5015,5016,bá dần,1
2922,2922,2923,adu chê,1
1871,1871,1872,giải vn bắn vui fhui,0
3708,3708,3709,khán_giả = ),0
6648,6648,6649,mid bắn đau,0
495,495,496,1 1 vụ hít ko nổi : ),0
2533,2533,2534,thái dẫn_đầu_bảng xếp_hạng s kì v ta,0
7494,7494,7495,gam đổi thành gg may_mắn nha_ae,0
2912,2912,2913,90kg,0
814,814,815,round 11 : ) ),0
1044,1044,1045,lại hin ,0
256,256,257,easy vl,1
276,276,277,buscu đi hiếu,2
5999,5999,6000,sứ_giả,0
1167,1167,1168,ô,0
4563,4563,4564,tôi ae,0
6666,6666,6667,mia vl,2
7952,7952,7953,thanh_niên đi rừng gà thế_giới bộ_môn lmht,0
3698,3698,3699,keeper ns bóp dái k : ) ) ),1
5259,5259,5260,đụ_mẹ rmk a `,1
5796,5796,5797,,0
4033,4033,4034,ngài nhảy,0
4100,4100,4101,bất_lực vl = ) ),1
2261,2261,2262,nghỉ đê,0
7609,7609,7610,câu đc câu,0
7861,7861,7862,out trừ 5 anh,0
866,866,867,champi kinh đéi,0
1741,1741,1742,ea bay,0
3050,3050,3051,chạc đầu,0
1998,1998,1999,jiro múa lạ lắm,0
5234,5234,5235,bin báo,0
6914,6914,6915,cầu_nguyện đi b = ) ) ),0
2940,2940,2941,vô_địch hôm_nay xứng_đáng,0
6904,6904,6905,toàn bơm đểu = ) ),0
2578,2578,2579,"thôi , ko toxic",0
1672,1672,1673,đấu rank,0
6140,6140,6141,mid spel,0
3866,3866,3867,max dmg ngài,0
6389,6389,6390,tao mid,0
1842,1842,1843,fw đỉnh nè,0
576,576,577,vn game định_kiến vl,1
6308,6308,6309,25 lính,0
1508,1508,1509,chào nội m,2
3377,3377,3378,", slark",0
1416,1416,1417,bloody logo eareba,0
611,611,612,"mai nip vs drx , zeta vs fnatoac",0
7953,7953,7954,wukong gáng team ? : d,0
2558,2558,2559,thầy rô cố,0
6624,6624,6625,tí văng,0
2776,2776,2777,ytytyt2 đội đội thua nhánh fl,0
6895,6895,6896,dụ đấy = ) ),0
4305,4305,4306,ko mời bố simple bắn = ) ),0
1251,1251,1252,7 tạ k đánh,2
2844,2844,2845,13 ' r ngài ult đỡ ngứa,0
7645,7645,7646,pick sylas kia pick swain mp nha anh_em,0
7741,7741,7742,k ae,0
7325,7325,7326,ngáo giáo_án sion,1
4660,4660,4661,trận,0
915,915,916,clip ireking súc miệng đi lộc,0
7152,7152,7153,đi đua xe,0
7632,7632,7633,"am nhả 2 ván câu view vcs , se ngỡ , đánh se viewing party nốt ván 5 xong chốt cửa ăn_mừng gam cay",0
5498,5498,5499,chiến ác,0
3097,3097,3098,bữa 25,0
7891,7891,7892,nhả 1 trận xong 2 trận nhả tiếp ha,0
948,948,949,trầy z,0
4017,4017,4018,ngài ko crit2 awesome,0
291,291,292,xạo choá,1
7451,7451,7452,chúng_tôi gam,0
507,507,508,lập hiệp_hội thể_thao điệ tử hope ko lập for fun,0
1422,1422,1423,blv ae chửi_thế,0
35,35,36,inđô vs phi_lợn,2
3122,3122,3123,cắm sentry j ngài awesome,0
2917,2917,2918,jebait,0
3657,3657,3658,hốp hốp awesome,0
2173,2173,2174,mấy thằng trẩu,2
6096,6096,6097,bomemay mày sủa,2
2204,2204,2205,mid đá liều,2
1620,1620,1621,con_nít heavy concac,1
6031,6031,6032,rồng đi,0
7527,7527,7528,kênh chat trẩu : ) ),2
347,347,348,braveaf bắn cực,0
4314,4314,4315,bảo ns đi lane yếu thở oxi awesome,0
4680,4680,4681,vcl huỷ kiểu : ) ),1
6826,6826,6827,mãi anh_em : ) ) ) ),0
714,714,715,nãy scream 850 tiền round tiền full buy,0
5112,5112,5113,lag đc,0
7781,7781,7782,quy_luật chiến_thắng xác_định,0
6975,6975,6976,nhạc xôi tí,0
4696,4696,4697,vl pro tracker awesome,1
7991,7991,7992,choke,0
8091,8091,8092,r,0
1263,1263,1264,ad cặc,2
6976,6976,6977,đíu daooooooooo,0
6038,6038,6039,tự_ái,0
3830,3830,3831,má pango đẩy chí mạng,0
1488,1488,1489,cầm súng đạn bay đầu magaming,0
7932,7932,7933,thua geng k,0
1874,1874,1875,giao_tranh 4 3 ko lùi chạy,0
3917,3917,3918,"móa , nít , ... hợp_lý lắm",1
6026,6026,6027,gank đi mày,0
6562,6562,6563,mày unti ad,0
7997,7997,7998,on ngơ,0
5233,5233,5234,team ngon,0
2732,2732,2733,vòng bảng ?,0
4534,4534,4535,tí ỉa,1
681,681,682,kì_thị ? kì_thị,0
4859,4859,4860,má áo dfm kìa,1
8047,8047,8048,oner hnay tệ,0
2914,2914,2915,a hổ ?,0
8012,8012,8013,anti fan cayy,0
6555,6555,6556,robo trái cấy,0
4746,4746,4747,win nổi đéo,1
2626,2626,2627,trận bồn lình pick airi ok ) ) ) ),2
3603,3603,3604,haki quan_sát,0
1562,1562,1563,có code,0
4372,4372,4373,slark sup xanh r,0
1606,1606,1607,wag ko ae,0
5849,5849,5850,,0
6123,6123,6124,fam đóng_băng,0
1855,1855,1856,game đie,0
4588,4588,4589,trò_hề vs mid,0
8087,8087,8088,tê_liệt . chắc cay,0
6379,6379,6380,mid làm_thịt,0
2415,2415,2416,red tâm_lý ròi,0
5088,5088,5089,đánh mid bot,0
5163,5163,5164,top đánh kinh,0
5984,5984,5985,bo rthieu ad,0
1008,1008,1009,nhầm banner btc,0
3643,3643,3644,hổ awesome,0
6931,6931,6932,bài_học đừng,0
6128,6128,6129,1s,0
3764,3764,3765,lao đầu_vào silent,0
913,913,914,chừng khơi v ck,0
323,323,324,troll : ) ) ),0
3414,3414,3415,đkm hôm_nay vy nhận_lời ngài awesome,1
6782,6782,6783,bị ra_rìa,0
3630,3630,3631,mân mỏng vl,1
2853,2853,2854,1xbet r jbo,0
3614,3614,3615,hater bữa_nay pressing ngài ác zay nô_lệ sấy awesome,0
3837,3837,3838,magnus mạnh_vậy,0
367,367,368,covid xd,0
5578,5578,5579,ok,0
4925,4925,4926,ad hai mạng đầu bót khổ vãi cặc,1
6835,6835,6836,win gái : ) ),0
8068,8068,8069,bữa đánh 4 tank win chả dame,0
7962,7962,7963,"wukong , gumngusi",0
4406,4406,4407,suỵt,0
2136,2136,2137,mailk kiếm cung chỉ_số phụ ko xuyên giáp,0
5247,5247,5248,d m xanh mid,1
4261,4261,4262,roshan team ngài,0
5425,5425,5426,ko 3 ron,0
4333,4333,4334,showmatch mn,0
7770,7770,7771,chúc_mừng gam 1 ván danh_dự,0
510,510,511,hiệp_hội đấy lập r,0
5307,5307,5308,ác,0
7900,7900,7901,cặc mid k 1 mắt,1
1821,1821,1822,flo ko chiu cuôiis,0
6082,6082,6083,nice,0
1203,1203,1204,"@ jia bê bâng cướp rồng , kk , bắt chủ_lực , câu chiêu , farm đè vàng ?",0
4072,4072,4073,"ngon , ng gánh awesome",0
6800,6800,6801,khiếp,0
5244,5244,5245,d m gank mid mạng,1
3102,3102,3103,butter crit 2,0
3095,3095,3096,bú 1 agi,1
3729,3729,3730,kịch_bản cũ,0
7471,7471,7472,thi ?,0
4417,4417,4418,tạm_biệt suyễn ca,0
3853,3853,3854,massage 30,0
7985,7985,7986,chung_kết nhánh thắng blv chán_thế,0
1657,1657,1658,đánh chậm thôi,0
6390,6390,6391,phụ bot,0
667,667,668,hshs,0
6678,6678,6679,xàm lồn,1
7620,7620,7621,sao chovy béo . ăn vãi cặc,2
4877,4877,4878,"vl , bot 5 ? chiến_thuật phá",1
619,619,620,yebb,0
2281,2281,2282,nhạc,0
2721,2721,2722,vl out 1k3 tiền,1
7225,7225,7226,fiora chặn,0
4765,4765,4766,chết awesome,0
2429,2429,2430,rules hack,0
6509,6509,6510,bá điền ngậm mồm,2
2468,2468,2469,se k funky manh hơi,0
474,474,475,gg xia bắn,0
4730,4730,4731,onl stream + - mmr awesome,0
4932,4932,4933,cười đểu,0
6986,6986,6987,nãy h dc dao ae ?,0
4083,4083,4084,nhạc vl,1
262,262,263,non vcl,1
4162,4162,4163,od hút máu,0
7007,7007,7008,1 tiếng chả mẹ,1
1788,1788,1789,"fl bug bọn mày , bug phong_độ , bọn dìm bâng",0
3262,3262,3263,vy say yes,0
1984,1984,1985,"igi , cấu máu , tiền giao_tranh",0
3981,3981,3982,ngài đồ_mát ko daedalus,0
4966,4966,4967,buồn_ngủ bá đần,2
2030,2030,2031,toxic,0
7707,7707,7708,loại đỡ đau_đầu,0
2775,2775,2776,ytytbikertopia thua nhánh fl căng,0
8019,8019,8020,đẹp ác,0
3714,3714,3715,đánh,0
863,863,864,nivera chết jam cầm op nha : ) ),0
6649,6649,6650,vãi lồn mấy g2 : ) ),2
328,328,329,3 mid,0
7644,7644,7645,fan gam se win . ces đánh tệ vãi lồn . chung_kết k vui,0
2431,2431,2432,ryo ulti bọ cứu,0
6125,6125,6126,tướng poke tao,0
3547,3547,3548,gap toi la am toi choi kho mau roi,0
1611,1611,1612,1 trận nx ko mn ? ? ?,0
5204,5204,5205,toàn bắn chân 🤦 ‍ ♂,0
2354,2354,2355,out trình nhẹ nhẹ,0
7940,7940,7941,lấy fl đc r tham_thế,0
6030,6030,6031,mày sứ_giả,0
2985,2985,2986,"sb ngửi mùi ko thơm đầu , ngài lì awesome",0
6312,6312,6313,jaja,0
1220,1220,1221,1 tỷ tài_trợ đớp mẹ 600 củ,0
4047,4047,4048,ngài cỏ lò_xo 1 bậc awesome,0
5785,5785,5786,ez đánh đi,0
260,260,261,kick vl out,1
7572,7572,7573,thằng elk game,0
3401,3401,3402,dí dô,0
1808,1808,1809,fl vgm chừng đánh_vậy,0
7837,7837,7838,đ cm giải ao làng,1
5458,5458,5459,đánh tấu hài,0
2759,2759,2760,xíu cos nha_mn,0
7130,7130,7131,lát chs skin đi,0
5139,5139,5140,kĩ năgn,0
4865,4865,4866,hlv văn_phòng,0
1625,1625,1626,cộng_đồng freefire vietnam hq,0
5801,5801,5802,sett kém,0
2233,2233,2234,né_chiêu 2 kêu ngáo,0
1387,1387,1388,bét bảng lun : ( (,0
4850,4850,4851,gam găp blg . blg nắc gam thở oxy,0
6206,6206,6207,def tao,0
7295,7295,7296,đồ sát lực mấy sát_thủ_khỏe_ác,0
6425,6425,6426,ngu chó,1
1605,1605,1606,cỗ vũ bot,0
3491,3491,3492,farm agi géc,0
1066,1066,1067,zun hnay im_thế,0
8092,8092,8093,t2_cay,0
2799,2799,2800,""" ngẫu_nhiên """,0
6201,6201,6202,gank top đi,0
3141,3141,3142,cast ? ?,0
4384,4384,4385,sốc thiệt,0
226,226,227,"paper rex bắn đi dạo vkl , hồi kêu bắn ko chiến_thuật , chui",1
6091,6091,6092,anh_em đài đánh ác_thế,0
3587,3587,3588,gọi tiên_nhân cóc awesome,0
954,954,955,background ome lok,0
1767,1767,1768,fan bình kiến_thức tí đi mất_mặt chủ qđ,0
3699,3699,3700,kênh chat coach cỡ,0
7452,7452,7453,gam thua gam đội đỡ đạn hộ mãi nhở,2
4640,4640,4641,vac s0mple,0
7117,7117,7118,nghe phỏng_vấn chovy béo v ae = ) ) ) ),2
7140,7140,7141,tao bắt sp,0
5314,5314,5315,cầm yone kèo nasus,0
1512,1512,1513,bít ipad đỉnh cực,0
7395,7395,7396,có heal đòi đánh aatrox,0
1198,1198,1199,đẹp_giai vl,1
1107,1107,1108,vl,1
3826,3826,3827,éo damg,0
688,688,689,"nhầm , vandal",0
3161,3161,3162,chán,0
2077,2077,2078,lên kiếm điện clear lính,0
6048,6048,6049,mid chi,0
6631,6631,6632,mấy thằng bay gà rau,2
2084,2084,2085,lili nát ae,2
1162,1162,1163,bật hang xà ko spike : ) ),0
2067,2067,2068,lẩu thái nguội,0
7220,7220,7221,trận thua vui,0
6752,6752,6753,ngu jax,2
5751,5751,5752,hard gae,0
2391,2391,2392,quẩy,0
7505,7505,7506,này : ) ) ) gam im_re v,0
2550,2550,2551,thằng vietnam ko người_ta rùi gáy kìa,0
6191,6191,6192,flash đánh,0
2784,2784,2785,- lương kỹ_thuật_viên,0
4444,4444,4445,team cc hater ngu học,2
1766,1766,1767,"fake đấy , gấu wag bắn ko thoi",0
5533,5533,5534,chạy chậm,0
331,331,332,giờ stack dc 5thằng : ),0
156,156,157,vẫn còn trẩu tre nhu ngày nào v_zerosss,2
5433,5433,5434,team khỏe phụ_thuộc ys,0
2647,2647,2648,"tụi first raiders bắn hùm , beo mãn nhãn thiệt",0
7923,7923,7924,ko hoàng luân ko thic out đi chat đg ?,0
1513,1513,1514,thái vn chs skin thoi,0
6742,6742,6743,t t cay,0
1654,1654,1655,dân nhập_cư ?,0
5606,5606,5607,đéo giúp,1
4183,4183,4184,overtime la dep,0
4138,4138,4139,ns đi off yếu vl,2
163,163,164,mạng ncc ntn hơi bắn,1
1988,1988,1989,im_lặng đi,0
5725,5725,5726,,0
2365,2365,2366,"pe giao_tranh xong , evoss bay .",0
5,5,6,căng vđ,1
1817,1817,1818,flo đánh lông lon zậy,2
1280,1280,1281,ae xem bâng lên đồ kìa : ) ) ) ),0
1886,1886,1887,hago k ae,0
6311,6311,6312,out trình vãi lồn_vậy trời,1
6023,6023,6024,tao đẩy đc,0
21,21,22,mấy thằng bắn toàn tù ko : v,2
4848,4848,4849,sủa đội all sủa,0
7178,7178,7179,điêu đấy . đảo liên_tục tốc_độ ko đổi,0
775,775,776,nivera awper đc,0
2829,2829,2830,10h bắn,0
607,607,608,à mai drx vs nip : v,0
7377,7377,7378,dang danh rank gi vay snake,0
5087,5087,5088,ping lắm,0
1022,1022,1023,2 - 1 lets go !,0
6453,6453,6454,g2 đánh chán_thế,2
1582,1582,1583,cố pe,0
7664,7664,7665,se ác vãi lồn toàn se hy_vọng,2
1372,1372,1373,bang ff,0
6097,6097,6098,game sủa mùa,1
2465,2465,2466,sbtc,0
5017,5017,5018,phô_mai hài ác,0
2918,2918,2919,a kenny ngợp,0
4431,4431,4432,team công_thủ toàn_diện vcl,1
6929,6929,6930,à bet = ) ) ),0
6698,6698,6699,mày lồn,2
4309,4309,4310,leader board báo ame rank 166 awesome,0
7575,7575,7576,gg đánh v gam thua,0
3776,3776,3777,eyes bom đấy bro = ) ),0
661,661,662,check máy roiif,0
964,964,965,tranh bình_thường ( mua ý ),0
2765,2765,2766,rước đi kk,0
4374,4374,4375,"slow hand slow hand , ae awesome",0
2008,2008,2009,kẻ mỏng ck iu,0
5414,5414,5415,on ? k ad : ),0
2871,2871,2872,200 máu,0
6068,6068,6069,mấy dồn lẻ vãi lồn đánh,1
7078,7078,7079,"mbe xứng top 1 , tóp tứ đáy đếm",0
178,178,179,tâm nhình đau mắt vcl,1
3191,3191,3192,"bọn coi 2 rax tnc , bài_học đời cmnl",1
3259,3259,3260,vy nhắn kìa,0
266,266,267,ad ngu,2
4703,4703,4704,vl lửa = ) ) ),1
5519,5519,5520,nốt iteam,0
7439,7439,7440,k cấm viego_ta,0
5302,5302,5303,mày tao,0
7447,7447,7448,việt_nam đánh ae,0
7965,7965,7966,chấp mạng đầu r 3 - 0 mn z : ) ) ) ),0
7147,7147,7148,nét,0
6977,6977,6978,không spam ơiiiii,0
2656,2656,2657,lineup fnc đổi r mn ?,0
2646,2646,2647,tụi ea xui đụng fr,0
6109,6109,6110,né,0
7316,7316,7317,ao bờ nhây : ) ) ),0
922,922,923,gheeeee,0
7627,7627,7628,"ngài_pyos . . nhầm mark đoán gam , blg đội bảng ; ngài 2 / 3 : ( (",0
59,59,60,ca_ve,2
7601,7601,7602,quảng_cáo chuột,0
2783,2783,2784,chồng shox đẹp_trai vc,0
4343,4343,4344,shox try hard_vậy,0
1991,1991,1992,hôm_qua mấy vấn đầu fl vx chiến,0
4399,4399,4400,styko hải phòng : ) ),0
4383,4383,4384,sốc nhiệt ? awesome,0
3394,3394,3395,đẹp_trai vl,1
3341,3341,3342,damage giết,0
4022,4022,4023,ngài bkb k burn mẹ mana h,1
3160,3160,3161,chậm vl,1
5768,5768,5769,đụ_mẹ lắm đàn_bà,1
6027,6027,6028,đánh đấy farm,0
520,520,521,vct master thú_vị mấy nga ngố ,0
1644,1644,1645,đ gà kh đc bọn toàn kĩ_năng đè 1 vét 4 mẹ điên kh đội đc,2
4038,4038,4039,ngài rank,0
7702,7702,7703,keria dí delight hụt,0
5616,5616,5617,mấy chữ tiếng việt viết đc,0
1837,1837,1838,fr clear farang vs vm,0
2789,2789,2790,: awesome l :,0
1573,1573,1574,cố hq,0
5765,5765,5766,m e bawbn trụ dndash then ngu,2
7250,7250,7251,t_con lò_dò đi hang đường cứu blg,2
4795,4795,4796,se đánh đánh cl,1
7840,7840,7841,out trình,0
7157,7157,7158,ko chạy thẳng,0
2054,2054,2055,lại thể_lực,0
6143,6143,6144,sân_khấu đỉnh,0
6551,6551,6552,đánh rồng,0
5890,5890,5891,chết qweo,0
7124,7124,7125,dung nhu phim luon,0
2053,2053,2054,lai bánh đánh bọ,0
4499,4499,4500,rank 10k đánh,0
25,25,26,"chả , vn lương bèo vcl",2
3013,3013,3014,bắn awp đầu chết,0
3392,3392,3393,deo bomman chửi kennys ae ah,1
5490,5490,5491,tập,0
1993,1993,1994,jiro cướp chim,0
6519,6519,6520,skill toàn trúng,0
5135,5135,5136,sợ bắn nổi,0
6110,6110,6111,giày xuyên phép đi luc,0
8025,8025,8026,"giao_tranh_hủy con_mẹ diệt , anti bất_lực",0
8028,8028,8029,game 1 coi,0
219,219,220,push kinh vl,1
7640,7640,7641,? ? sao k đánh ? ?,0
1292,1292,1293,ai thành long_mai xe tông,2
3972,3972,3973,ngài r,0
4803,4803,4804,rug ngu ác,2
